1.71567e+09,-33182,-17886.7,-69.3371,0.00035189,-0.00087643,0.00774333,0,0,0,0,0.000142205,-0.000960717,-0.0120802,0.000807181,-0.00545318,-0.0685691
1.71567e+09,-33182.1,-17886.7,-69.3318,-0.00018245,-0.000300921,0.0113773,0,0,0,0,-0.000355054,-0.000723849,-0.0197942,-0.0083998,-0.00106748,-0.211397
1.71567e+09,-33182.1,-17886.7,-69.3314,8.70397e-05,-0.00026359,0.0109049,0,0,0,0,-0.000142936,-0.000828248,-0.0256317,-0.00304977,-0.00370062,-0.358632
1.71567e+09,-33182,-17886.7,-69.3278,0.000340614,9.05748e-05,0.0125763,0,0,0,-0,1.27635e-05,-0.000770317,-0.0330455,0.00258294,-0.00160488,-0.626835
1.71567e+09,-33182,-17886.7,-69.3266,0.000501805,-3.2257e-06,0.012752,0,0,0,0,0.000107553,-0.000925986,-0.0377329,0.0065804,-0.00816978,-0.824517
1.71567e+09,-33182,-17886.7,-69.324,0.000440426,-0.00281112,0.0133029,0,-0,0,0,5.89902e-05,-0.00297414,-0.0451146,0.00407179,-0.113973,-1.20583
1.71567e+09,-33182,-17886.7,-69.324,0.000127849,-0.00486868,0.0120359,0,-0,0,0,-0.000148849,-0.00438202,-0.0509132,-0.00785459,-0.194761,-1.53858
1.71567e+09,-33182,-17886.7,-69.3214,0.000355427,-0.00615921,0.0127095,0,0,0,0,-4.24358e-05,-0.0053338,-0.0576438,-0.000933634,-0.256663,-1.97632
1.71567e+09,-33182,-17886.7,-69.3223,0.000629356,-0.00706742,0.0105648,0,0,0,0,0.000108934,-0.00595372,-0.0635039,0.00959219,-0.299771,-2.38382
1.71567e+09,-33182,-17886.7,-69.3195,0.000456861,-0.00774589,0.0115595,0,-0,0,0,-1.81537e-05,-0.00649024,-0.0696263,7.8888e-06,-0.340232,-2.84554
1.71567e+09,-33182,-17886.7,-69.319,0.000362502,-0.00760365,0.0107471,0,-0,0,0,-8.78233e-05,-0.00652344,-0.0749807,-0.00550893,-0.342861,-3.26953
1.71567e+09,-33182,-17886.7,-69.3168,9.90051e-05,-0.00772938,0.011378,0,-0,0,0,-0.000250377,-0.00669406,-0.0805054,-0.0190211,-0.357044,-3.72877
1.71567e+09,-33182.1,-17886.7,-69.3154,-0.000256678,-0.0074454,0.011493,0,0,0,0,-0.000439921,-0.00668668,-0.0851634,-0.035295,-0.35641,-4.12869
1.71567e+09,-33182.1,-17886.7,-69.3115,-0.0011305,-0.00579979,0.0136454,0,0,0,0,-0.000914801,-0.00595673,-0.0897656,-0.0774051,-0.291682,-4.5368
1.71567e+09,-33182.1,-17886.7,-69.3095,-0.00220936,-0.00484162,0.0143373,0,0,0,0,-0.00149291,-0.00556514,-0.0935121,-0.129671,-0.256279,-4.87551
1.71567e+09,-33182.1,-17886.7,-69.3042,-0.00281481,-0.00394828,0.0171677,0,0,0,0,-0.00181879,-0.00526112,-0.0986642,-0.159894,-0.228083,-5.35333
1.71567e+09,-33182.1,-17886.7,-69.3052,-0.00381128,-0.00290395,0.0147953,0,0,0,0,-0.00234102,-0.00480267,-0.103419,-0.208872,-0.185087,-5.79929
1.71567e+09,-33182.1,-17886.7,-69.3007,-0.00422695,-0.00224859,0.0167573,0,0,0,0,-0.00257242,-0.00461937,-0.108947,-0.230944,-0.167603,-6.3266
1.71567e+09,-33182.1,-17886.7,-69.3012,-0.00480596,-0.00157723,0.0148867,0,0,0,0,-0.00287419,-0.00437329,-0.113368,-0.259945,-0.143953,-6.75144
1.71567e+09,-33182.1,-17886.7,-69.2982,-0.00506732,-0.000672497,0.0152969,0,0,0,0,-0.00302168,-0.00407251,-0.119636,-0.274282,-0.114715,-7.3607
1.71567e+09,-33182.1,-17886.7,-69.3006,-0.00490375,-0.000544132,0.0117709,0,0,0,0,-0.00296373,-0.00409045,-0.124903,-0.268622,-0.116468,-7.87525
1.71567e+09,-33182.1,-17886.7,-69.2981,-0.00522765,0.000200454,0.0123208,0,0,0,0,-0.00313675,-0.00385065,-0.130544,-0.285645,-0.0928729,-8.4303
1.71567e+09,-33182.1,-17886.7,-69.2992,-0.00558011,0.000789962,0.0098281,0,0,0,0,-0.00332566,-0.00368665,-0.136238,-0.304313,-0.0766665,-8.99295
1.71567e+09,-33182.1,-17886.7,-69.2982,-0.0052447,0.00140244,0.00912222,0,0,0,-0,-0.00318651,-0.00351092,-0.142477,-0.290498,-0.0592207,-9.61243
1.71567e+09,-33182.1,-17886.7,-69.302,-0.00511071,0.00135519,0.00462421,0,-0,0,0,-0.00312885,-0.00361769,-0.148125,-0.28476,-0.0698447,-10.1744
1.71567e+09,-33182.1,-17886.7,-69.3053,-0.00472873,-0.000126502,0.000101881,0,0,0,0,-0.00294356,-0.00453302,-0.156766,-0.266261,-0.161234,-11.0371
1.71567e+09,-33182.1,-17886.7,-69.3139,-0.00425463,-0.00137634,-0.00851637,0,0,0,0,-0.00273304,-0.00518697,-0.164478,-0.24521,-0.226625,-11.8083
1.71567e+09,-33182.1,-17886.7,-69.3172,-0.00381118,-0.00244429,-0.0113109,0,0,0,0,-0.00253017,-0.00587637,-0.17174,-0.224883,-0.2957,-12.5359
1.71567e+09,-33182.1,-17886.7,-69.3222,-0.00366227,-0.00303645,-0.0155469,0,0,0,0,-0.00246399,-0.00623612,-0.177763,-0.218244,-0.331788,-13.1401
1.71567e+09,-33182.1,-17886.7,-69.3232,-0.00346184,-0.00331799,-0.0151722,0,0,0,0,-0.00238555,-0.00652972,-0.183956,-0.210364,-0.361285,-13.7623
1.71567e+09,-33182.1,-17886.7,-69.3285,-0.0030304,-0.00348526,-0.0195221,0,0,0,0,-0.00217414,-0.00671343,-0.189512,-0.18911,-0.379754,-14.3208
1.71567e+09,-33182.1,-17886.7,-69.3287,-0.00303478,-0.00336394,-0.0178671,0,-0,0,0,-0.00219527,-0.00681263,-0.195078,-0.191236,-0.389738,-14.8811
1.71567e+09,-33182.1,-17886.7,-69.3336,-0.00267965,-0.00343152,-0.0216657,0,0,0,0,-0.00204661,-0.00689415,-0.200398,-0.176268,-0.397946,-15.4167
1.71567e+09,-33182.1,-17886.7,-69.3341,-0.0024241,-0.00353367,-0.0199526,0,0,0,0,-0.00194533,-0.00709335,-0.205911,-0.166063,-0.418016,-15.9722
1.71567e+09,-33182.1,-17886.7,-69.3384,-0.00225706,-0.00339825,-0.0229871,0,0,0,0,-0.00185957,-0.00712127,-0.210835,-0.15742,-0.420831,-16.4685
1.71567e+09,-33182.1,-17886.7,-69.3329,-0.00282971,-0.00105328,-0.0152406,0,0,0,0,-0.00216642,-0.00610025,-0.213388,-0.188361,-0.317877,-16.7259
1.71567e+09,-33182.1,-17886.7,-69.3316,-0.00285617,0.000808689,-0.0130145,0,0,0,0,-0.00218528,-0.00527495,-0.215708,-0.190263,-0.234642,-16.9599
1.71567e+09,-33182.1,-17886.7,-69.3282,-0.00308259,0.00234533,-0.00865141,0,0,0,0,-0.00231128,-0.00467324,-0.219471,-0.202974,-0.173942,-17.3394
