1.71351e+09,-1.88528,-3.03268,88.671
1.71351e+09,-1.89236,-3.02697,88.659
1.71351e+09,-1.88672,-3.02771,88.663
1.71351e+09,-1.88987,-3.03058,88.653
1.71351e+09,-1.88541,-3.02567,88.658
1.71351e+09,-1.89231,-3.029,88.652
1.71351e+09,-1.88557,-3.02741,88.65
1.71351e+09,-1.89215,-3.02945,88.66
1.71351e+09,-1.88865,-3.02625,88.649
1.71351e+09,-1.89134,-3.02492,88.657
1.71351e+09,-1.89446,-3.02895,88.658
1.71351e+09,-1.89322,-3.02884,88.637
1.71351e+09,-1.89118,-3.03644,88.661
1.71351e+09,-1.89127,-3.0349,88.665
1.71351e+09,-1.89024,-3.02947,88.668
1.71351e+09,-1.88964,-3.0328,88.666
1.71351e+09,-1.89075,-3.03562,88.658
1.71351e+09,-1.89187,-3.0332,88.659
1.71351e+09,-1.89289,-3.03165,88.668
1.71351e+09,-1.88638,-3.02486,88.67
1.71351e+09,-1.89116,-3.03065,88.646
1.71351e+09,-1.88389,-3.02272,88.664
1.71351e+09,-1.88973,-3.03026,88.655
1.71351e+09,-1.8863,-3.02505,88.651
1.71351e+09,-1.88711,-3.02181,88.648
1.71351e+09,-1.88936,-3.02432,88.647
1.71351e+09,-1.8786,-3.02773,88.662
1.71351e+09,-1.88733,-3.02114,88.64
1.71351e+09,-1.87891,-3.00592,88.645
1.71351e+09,-1.8807,-2.98234,88.637
1.71351e+09,-1.87164,-2.95702,88.645
1.71351e+09,-1.8584,-2.93399,88.651
1.71351e+09,-1.82403,-2.92306,88.625
1.71351e+09,-1.82417,-2.90925,88.619
1.71351e+09,-1.83863,-2.88753,88.615
1.71351e+09,-1.79984,-2.87322,88.627
1.71351e+09,-1.78655,-2.83882,88.629
1.71351e+09,-1.78354,-2.80051,88.618
1.71351e+09,-1.74933,-2.76844,88.592
1.71351e+09,-1.72126,-2.7355,88.615
1.71351e+09,-1.70938,-2.69433,88.61
1.71351e+09,-1.69596,-2.65682,88.624
1.71351e+09,-1.64345,-2.62815,88.657
1.71351e+09,-1.64242,-2.60433,88.657
1.71351e+09,-1.63387,-2.57516,88.657
1.71351e+09,-1.59816,-2.53971,88.678
1.71351e+09,-1.61629,-2.53828,88.624
1.71351e+09,-1.58316,-2.49776,88.661
1.71351e+09,-1.59874,-2.49454,88.62
1.71351e+09,-1.58635,-2.4614,88.633
1.71351e+09,-1.54567,-2.43458,88.611
1.71351e+09,-1.52917,-2.40088,88.618
1.71351e+09,-1.53242,-2.35797,88.648
1.71351e+09,-1.49418,-2.34867,88.611
1.71351e+09,-1.48765,-2.32304,88.576
1.71351e+09,-1.47074,-2.28227,88.619
1.71351e+09,-1.42624,-2.23568,88.626
1.71351e+09,-1.42933,-2.19336,88.615
1.71351e+09,-1.3838,-2.15515,88.587
1.71351e+09,-1.33907,-2.111,88.605
1.71351e+09,-1.38289,-2.07999,88.584
1.71351e+09,-1.30984,-2.01072,88.614
1.71351e+09,-1.27676,-1.97665,88.641
1.71351e+09,-1.28038,-1.92646,88.644
1.71351e+09,-1.2411,-1.89344,88.656
1.71351e+09,-1.20618,-1.84421,88.663
1.71351e+09,-1.21286,-1.80071,88.647
1.71351e+09,-1.15746,-1.74089,88.64
1.71351e+09,-1.13161,-1.6971,88.701
1.71351e+09,-1.09512,-1.65789,88.697
1.71351e+09,-1.06746,-1.6155,88.666
1.71351e+09,-1.07756,-1.57569,88.663
1.71351e+09,-1.03592,-1.53284,88.681
1.71351e+09,-1.00853,-1.48854,88.714
1.71351e+09,-0.981056,-1.43102,88.69
1.71351e+09,-0.935467,-1.39631,88.701
1.71351e+09,-0.909527,-1.34395,88.677
1.71351e+09,-0.88156,-1.29654,88.687
1.71351e+09,-0.834539,-1.24886,88.704
1.71351e+09,-0.824312,-1.21485,88.699
1.71351e+09,-0.787773,-1.15579,88.712
1.71351e+09,-0.753812,-1.1225,88.7
1.71351e+09,-0.726202,-1.07449,88.708
1.71351e+09,-0.682045,-1.01514,88.71
1.71351e+09,-0.664304,-0.960631,88.68
1.71351e+09,-0.619446,-0.905755,88.729
1.71351e+09,-0.557652,-0.853117,88.714
1.71351e+09,-0.564271,-0.823876,88.691
1.71351e+09,-0.548215,-0.776306,88.709
1.71351e+09,-0.461614,-0.687288,88.744
1.71351e+09,-0.470007,-0.671308,88.655
1.71351e+09,-0.447406,-0.617283,88.682
1.71351e+09,-0.384077,-0.569028,88.728
1.71351e+09,-0.36498,-0.530207,88.726
1.71351e+09,-0.332301,-0.464788,88.743
1.71351e+09,-0.285952,-0.429462,88.717
1.71351e+09,-0.264097,-0.364266,88.723
1.71351e+09,-0.256419,-0.319267,88.705
